Path,Size_Bytes,Type,Description,Recommended_Action
scratch/package_v3_evidence.py.metadata.json,136,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/parse_gguf_metadata.py,3172,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/parse_gguf_metadata.py.metadata.json,120,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_debug.py,573,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_debug.py.metadata.json,92,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_document_chat_widget.py,3752,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_document_chat_widget.py.metadata.json,112,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_linter.py,1281,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_linter.py.metadata.json,97,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_mcp_library_dialog.py,7230,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_mcp_library_dialog.py.metadata.json,163,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_mcp_service.py,10014,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_mcp_service.py.metadata.json,120,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_model_detection.py,2120,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_model_detection.py.metadata.json,142,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_runner_cancel.py,968,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_runner_cancel.py.metadata.json,128,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_selftest.py,961,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/patch_selftest.py.metadata.json,96,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/phase_e_r_preferences_resilience_test.dart,7666,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/phase_e_r_preferences_resilience_test.dart.metadata.json,113,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/portability_qualification_suite.py,10871,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/portability_qualification_suite.py.metadata.json,187,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/portability_test_results.json,1792,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/POST-C8.1-FREEZE-DISK-CLEANUP-REPORT.md,8818,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/POST-C8.1-FREEZE-DISK-CLEANUP-REPORT.md.metadata.json,126,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/POST-C8.1-OLD-CANDIDATE-CLEANUP-REPORT.md,7018,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/POST-C8.1-OLD-CANDIDATE-CLEANUP-REPORT.md.metadata.json,128,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/PRE-EXT02-C82-SECURITY-REPAIR-REPORT.md,8745,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/PRE-EXT02-C82-SECURITY-REPAIR-REPORT.md.metadata.json,157,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/PRE-EXT02-SECURITY-PROOF-CLOSURE-REPORT.md,9169,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/PRE-EXT02-SECURITY-PROOF-CLOSURE-REPORT.md.metadata.json,172,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/PRE-EXT02-SECURITY-SANITIZATION-REPORT.md,12470,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/PRE-EXT02-SECURITY-SANITIZATION-REPORT.md.metadata.json,172,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/preflight_cleanup_check.py,5945,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/preflight_cleanup_check.py.metadata.json,109,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
